subject_id,session_id,timestamp_utc,source_system,device,modality,channel,value,unit,sampling_rate_hz,quality_flag,label_name,label_value
galea_sub01,ses01,2026-01-01 00:00:00+00:00,galea_headset,galea,eda,EDA,3.582866231766155,uS,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00+00:00,galea_headset,galea,eeg,C3,3.5895644065147114,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00+00:00,galea_headset,galea,eeg,C4,-13.827381702986267,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00+00:00,galea_headset,galea,eeg,F3,3.0471707975443136,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00+00:00,galea_headset,galea,eeg,F4,11.93618571856377,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00+00:00,galea_headset,galea,eeg,O1,-2.870968081955673,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00+00:00,galea_headset,galea,eeg,O2,-2.0817192870876857,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00+00:00,galea_headset,galea,eeg,P3,1.7124082460057135,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00+00:00,galea_headset,galea,eeg,P4,10.837307806073746,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00+00:00,galea_headset,galea,ppg,PPG,0.003449921980646638,a.u.,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.008000+00:00,galea_headset,galea,eda,EDA,2.045745032663632,uS,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.008000+00:00,galea_headset,galea,eeg,C3,0.4605813857711549,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.008000+00:00,galea_headset,galea,eeg,C4,-0.8792740941989747,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.008000+00:00,galea_headset,galea,eeg,F3,-10.399841062404956,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.008000+00:00,galea_headset,galea,eeg,F4,-21.706154097954116,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.008000+00:00,galea_headset,galea,eeg,O1,5.322326862649144,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.008000+00:00,galea_headset,galea,eeg,O2,3.6404108111320266,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.008000+00:00,galea_headset,galea,eeg,P3,-14.226286487497493,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.008000+00:00,galea_headset,galea,eeg,P4,-9.573927260743924,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.008000+00:00,galea_headset,galea,ppg,PPG,0.01445997167854027,a.u.,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.016000+00:00,galea_headset,galea,eda,EDA,3.5406244731312517,uS,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.016000+00:00,galea_headset,galea,eeg,C3,13.281566208957969,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.016000+00:00,galea_headset,galea,eeg,C4,2.9603307704261734,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.016000+00:00,galea_headset,galea,eeg,F3,7.5045119580645725,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.016000+00:00,galea_headset,galea,eeg,F4,-20.141025948652896,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.016000+00:00,galea_headset,galea,eeg,O1,-1.1949191043999567,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.016000+00:00,galea_headset,galea,eeg,O2,-0.8285112666754706,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.016000+00:00,galea_headset,galea,eeg,P3,-3.2806962342559802,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.016000+00:00,galea_headset,galea,eeg,P4,0.24077406483911717,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.016000+00:00,galea_headset,galea,ppg,PPG,0.06526860633911624,a.u.,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.024000+00:00,galea_headset,galea,eda,EDA,1.514572766733898,uS,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.024000+00:00,galea_headset,galea,eeg,C3,16.823835853400983,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.024000+00:00,galea_headset,galea,eeg,C4,18.50463233843754,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.024000+00:00,galea_headset,galea,eeg,F3,9.405647163912139,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.024000+00:00,galea_headset,galea,eeg,F4,7.958386552197739,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.024000+00:00,galea_headset,galea,eeg,O1,-18.643731977553855,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.024000+00:00,galea_headset,galea,eeg,O2,-15.519861531260863,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.024000+00:00,galea_headset,galea,eeg,P3,-0.8289702348155359,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.024000+00:00,galea_headset,galea,eeg,P4,-13.815791735290778,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.024000+00:00,galea_headset,galea,ppg,PPG,0.0938628218842137,a.u.,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.032000+00:00,galea_headset,galea,eda,EDA,1.2776260331899891,uS,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.032000+00:00,galea_headset,galea,eeg,C3,11.335687028756249,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.032000+00:00,galea_headset,galea,eeg,C4,0.8599906500521549,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.032000+00:00,galea_headset,galea,eeg,F3,-19.510351886538363,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.032000+00:00,galea_headset,galea,eeg,F4,0.6046844811736806,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.032000+00:00,galea_headset,galea,eeg,O1,-7.461205648984861,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.032000+00:00,galea_headset,galea,eeg,O2,18.8555690356411,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.032000+00:00,galea_headset,galea,eeg,P3,-5.104578670284788,uV,128.0,ok,,
galea_sub01,ses01,2026-01-01 00:00:00.032000+00:00,galea_headset,galea,eeg,P4,-1.812198263054794,uV,128.0,ok,,
