embed_00,embed_01,embed_02,embed_03,embed_04,embed_05,embed_06,embed_07,embed_08,embed_09,embed_10,embed_11,embed_12,embed_13,embed_14,embed_15
-8.944290716006861,-1.5910573499715062,0.33370943266335074,-3.119758938347778,-1.6409603785015872,-3.5475220971637724,-0.25318568531027524,-1.37715227576813,-0.28456712703040254,-2.504336829426455,-0.15075952519770208,0.01946707652395498,2.2396967720626457,0.018850556539398204,-1.1486153664592187,0.036154145950545176
7.891637441987828,-0.21481356996050432,-2.1450645581694214,-3.191130476207101,-2.7693725645814906,-0.4012536112957144,-0.5321145402935661,-0.5627755056065253,-0.025563634197516883,-0.08152725695886164,0.335376783608241,0.5804433552830104,-0.8919289087936706,-2.174905527750943,0.46329961336957626,-1.3814910116250632
-8.399342411962891,-1.3833100809703534,-4.719445650243226,-4.244499528736708,-2.640974713784988,0.9210937683811549,1.3869356274292661,1.2184354198252605,0.4252794539999728,-0.7458276926197707,1.1609659633785079,-0.5654667643634707,-0.5508224630439512,0.41884002848464447,0.48790970823900137,0.9590314841813554
8.671447055288503,0.7207386624056396,-2.4761591977816315,-1.6545826828078698,3.8191354998078566,0.6093423626567723,-4.766521248010415,-1.595433407422901,0.3242799236265459,-1.3446770182714378,0.967835979622887,2.503920140803689,-1.6840248858653901,-0.10374152024531696,0.5211881966800948,0.4471203794165521
-8.789869835999545,-4.040398463010976,2.1154214629201915,1.7604583142573875,-1.060571624837076,-2.5281025007795277,-1.290719517745975,-1.4489300205060158,-0.6819401548699028,1.9220583767035353,-1.0796531671808878,3.184814704789469,-0.03753222001614327,0.017221366858094844,-0.04807739765150593,1.9098924951068352
8.047739823768307,1.9178814587664665,0.9890966907097557,-1.2666843963711585,1.0901090522963994,1.535670239216146,2.8299333035692014,-1.0287606512710283,0.6029580123158116,2.638902064519055,1.0946959234182714,0.25212977141544646,0.04810237156019173,0.6603068480343617,0.21714557677520938,-0.06389431427593352
8.460299192807454,2.936898932491271,-2.2707127119025543,0.26174851109960623,3.674452678494561,-0.7037334746059393,1.5353527069858652,-2.138764631473496,-0.7390889116514588,-0.2065657980160784,-2.86127529950307,0.007321288299969262,1.2449533999183164,-1.3821347357418061,-0.663313855181709,1.80004765946475
-7.375431325709602,2.7531312958783607,1.8203020830985621,-1.763287561959296,1.4989570058024042,-0.17299366185804027,1.3915805112225779,3.543204420662222,-2.0588321696372605,-1.0344164280709798,0.6773511192670684,-2.1260109830571405,-1.807212836562417,-0.11959149555538523,-1.7407529517746323,-0.23572424417021093
7.728757423966223,-1.5179321337659923,1.4289221843881608,-0.8840803063141296,3.30457325903668,-1.6506682296257982,1.9335543379358617,-2.202834668105166,-0.515444755717223,0.4572759869049928,1.4024373221430442,-1.3328973715523806,-1.6515521376174267,2.330740933395194,-0.07330131827327595,-1.3104517345885807
-8.17313957281222,-1.546419333794848,-0.34198955945620096,2.54077121560057,0.200523810432593,-0.3252748680466236,-0.08342797639335338,2.4977824465926837,1.6934042381666978,-0.15332278493877172,0.700232996743936,-0.8865508975253351,-1.363305072374458,-0.7585305774253527,-0.6683923205660163,2.7480896959680816
7.862802732635493,-4.668111706664254,-1.5924995677495146,3.4697746068907924,0.9857538455371498,1.2463329017646825,0.49629857371406416,0.4365284502704686,-1.900419424921495,1.1522308208451528,0.6603203704018766,-1.7359690616717611,-1.2254048164529634,-0.7265269914018405,1.4196458769305156,0.6866137018809102
-7.408812769412518,-4.618874483474941,0.5577323451766374,0.41320895978729916,3.3636431748458415,-0.848811024922082,0.7766430396014418,1.839860284806816,0.9048856364653846,0.6213943634662105,0.11620827782305218,0.4686054093663573,1.3328879259977,-1.9063330599343409,0.2175274217917086,-2.912135180297287
