subject_id,session_id,window_start,window_end,eda_eda_mean,eda_eda_std,eda_eda_min,eda_eda_max,eda_eda_median,eda_eda_iqr,eda_eda_slope,eda_eda_energy,motion_acc_x_mean,motion_acc_x_std,motion_acc_x_min,motion_acc_x_max,motion_acc_x_median,motion_acc_x_iqr,motion_acc_x_slope,motion_acc_x_energy,motion_acc_y_mean,motion_acc_y_std,motion_acc_y_min,motion_acc_y_max,motion_acc_y_median,motion_acc_y_iqr,motion_acc_y_slope,motion_acc_y_energy,motion_acc_z_mean,motion_acc_z_std,motion_acc_z_min,motion_acc_z_max,motion_acc_z_median,motion_acc_z_iqr,motion_acc_z_slope,motion_acc_z_energy,ppg_heart_rate_mean,ppg_heart_rate_std,ppg_heart_rate_min,ppg_heart_rate_max,ppg_heart_rate_median,ppg_heart_rate_iqr,ppg_heart_rate_slope,ppg_heart_rate_energy,ppg_spo2_mean,ppg_spo2_std,ppg_spo2_min,ppg_spo2_max,ppg_spo2_median,ppg_spo2_iqr,ppg_spo2_slope,ppg_spo2_energy,temp_temperature_mean,temp_temperature_std,temp_temperature_min,temp_temperature_max,temp_temperature_median,temp_temperature_iqr,temp_temperature_slope,temp_temperature_energy,target
noneeg_S01,noneeg,2026-01-01 00:00:00+00:00,2026-01-01 00:00:30+00:00,0.08281218451477483,0.000838250759721208,0.07901754814282137,0.08501089510774594,0.0830393993955997,0.0,1.417156962329242e-05,0.0068585605684452905,0.732150048065904,0.019975862551413835,0.6600141911062316,0.7700250251769831,0.7300349436926037,0.029979857783715258,-0.000511864971948846,0.5364427279675784,-0.8868669698187099,0.011131568932178997,-0.919962157049822,-0.8699899288933598,-0.8899954222250996,0.010002746665869977,-0.000276110584370412,0.7866569339823123,-0.0952654728842985,0.007738564231195091,-0.11003051850946928,-0.06002838221380901,-0.09002105777153294,0.00998321481978759,0.00021662415751635828,0.009135395700229346,83.36703899267312,2.4150581146341237,81.00041200006333,89.00076296294061,82.00010681497086,3.000015259261602,-0.22714525347439554,6955.895696102938,96.56664937313936,0.4955205019034663,96.00000000029299,96.99996948178656,96.99996948178656,0.9999694814935793,0.009565892703941035,9325.363311722638,30.256300431809212,0.1539908553421921,30.10004272588571,30.60004882958715,30.400057985140172,0.3000152592544616,0.005709367662917047,915.4674290034272,non_stress
noneeg_S01,noneeg,2026-01-01 00:00:15+00:00,2026-01-01 00:00:45+00:00,0.08323654896681432,0.0005914487136438703,0.0830393993955997,0.08501089510774594,0.0830393993955997,0.0,6.7010519986220574e-06,0.006928672895485752,0.7231522797319185,0.010679715385515516,0.6600141911062316,0.7600148014763188,0.7200247199919394,0.010010223700664289,-8.032458817065438e-05,0.5230632760021865,-0.8919954527436126,0.005338257857394539,-0.9099594103839521,-0.8699899288933598,-0.8899954222250996,0.0,-5.443686546673429e-05,0.7956843847122343,-0.08989572969755606,0.0037041078097444793,-0.10000427259132053,-0.06002838221380901,-0.09002105777153294,0.0,-2.77709958867817e-05,0.008094962632522277,81.43370616797715,2.60360638965845,75.00038148154012,85.00012207423246,82.00010681497086,2.000320444354074,-0.18042747503710677,6638.227266484711,96.56664937313936,0.6155207250741453,95.0000305187994,96.99996948178656,96.99996948178656,0.9999694814935793,-0.03937588392088384,9325.496636917827,30.4725539414376,0.1182920487893015,30.10004272588571,30.80003967403412,30.400057985140172,0.199990844446976,0.004055185792260948,928.5905367226309,non_stress
noneeg_S01,noneeg,2026-01-01 00:00:30+00:00,2026-01-01 00:01:00+00:00,0.08353276619756429,0.0009106943215848976,0.0830393993955997,0.08702182073413511,0.0830393993955997,0.0,1.408006560289717e-05,0.006978552392764309,0.7198995921956811,0.006230057561357099,0.7100144962912752,0.7300349436926037,0.7200247199919394,0.0,-6.581968467032495e-05,0.5182942364607258,-0.8937464522248011,0.004842558906655773,-0.8999981688909696,-0.8899954222250996,-0.8899954222250996,0.010002746665869977,-1.7116748865651205e-05,0.7988061712411827,-0.09039542832727496,0.001896646611039968,-0.10000427259132053,-0.09002105777153294,-0.09002105777153294,0.0,-6.201481310932448e-06,0.008174930730838675,76.20035655809347,5.312855022477675,70.00004577792444,85.00012207423246,74.50053407408635,9.74981688896547,-0.5899858722059252,5834.720768070444,96.4333201089402,0.6155207250741455,95.0000305187994,96.99996948178656,96.49998474103978,0.9999694814935793,-0.0033369393153322947,9299.764092996327,30.65504631181006,0.13406473931281113,30.400057985140172,30.80003967403412,30.60004882958715,0.19999084444697246,0.004973987012616966,939.7498377335469,non_stress
noneeg_S01,noneeg,2026-01-01 00:00:45+00:00,2026-01-01 00:01:15+00:00,0.08424940488892946,0.0011924468198544805,0.0830393993955997,0.08702182073413511,0.08501089510774594,0.0019714957121462345,2.6214977560125618e-05,0.007099384153556952,0.5245204779193221,0.2811047732814532,0.06001052888570787,0.7300349436926037,0.7100144962912752,0.6000036622205237,-0.009880106586850016,0.35414162531833127,-0.9437451399289788,0.07117380139496739,-1.1199755851943334,-0.8899954222250996,-0.8999981688909696,0.14999969481516162,-0.0024863578471121276,0.8957205991445779,-0.08614449369792251,0.01833941314558876,-0.10000427259132053,0.0,-0.09002105777153294,0.0,0.00013445099970008597,0.0077572078689960074,71.10042369880264,2.181005608372652,66.00033570375531,74.00068666663259,71.00067140737099,3.000015259261602,-0.13859238314387648,5060.027035613008,96.86664021758745,0.5617261746446937,96.00000000029299,97.99993896328014,96.99996948178656,0.0,0.03470416887941888,9383.461523338807,30.825038529589982,0.11564504084832848,30.60004882958715,31.000030518481097,30.80003967403412,0.0,0.004045759464550953,950.1963741261803,non_stress
noneeg_S01,noneeg,2026-01-01 00:01:00+00:00,2026-01-01 00:01:30+00:00,0.08554369182395347,0.001330021824477504,0.0830393993955997,0.08702182073413511,0.08501089510774594,0.0020109256263891734,2.5631754965487467e-05,0.0073194921689251095,0.23215144238081678,0.22677500489651764,0.06001052888570787,0.7300349436926037,0.1400415051727442,0.020020447401328453,-0.006233539304292657,0.10532119504530923,-1.0191200903365298,0.05734086128662157,-1.1199755851943334,-0.8899954222250996,-1.0399951170402613,0.010002746665869866,-0.0015969888747397953,1.0418937329006281,-0.0906396298104745,0.02093776399213303,-0.11003051850946928,0.0,-0.10000427259132053,0.00998321481978759,-0.00042451399059040105,0.008653932453170124,69.7004165778139,2.410491389323195,66.00033570375531,74.00068666663259,69.00035096301691,3.000015259261602,-0.18354648028442816,4863.958539858793,96.5999816891891,0.6633047143840882,96.00000000029299,97.99993896328014,96.49998474103978,0.9999694814935793,-0.05873013194979203,9331.9964354958,30.96503212070287,0.11302137145191779,30.80003967403412,31.20002136292807,31.000030518481097,0.199990844446976,0.003947311088241017,958.8459880665656,non_stress
noneeg_S01,noneeg,2026-01-01 00:01:15+00:00,2026-01-01 00:01:45+00:00,0.0864446653644043,0.0010118257594135243,0.0830393993955997,0.08702182073413511,0.08702182073413511,0.0020109256263891734,-3.341745310485108e-06,0.007473703961331254,0.14114733001175792,0.013029027382387991,0.08003097628703632,0.16001113925579516,0.1400415051727442,0.009959410382386735,0.0004028349087704918,0.020092324323979116,-1.0453715933731664,0.005232055664492243,-1.0499978637061311,-1.0299923703743914,-1.0499978637061311,0.010002746665869866,-1.348237068184626e-05,1.0928291426380288,-0.10251459929196431,0.008145086025286387,-0.11003051850946928,-0.06002838221380901,-0.10000427259132053,0.010026245918148755,-0.00018351916143891236,0.010575585494351326,68.86705832102923,1.3598027746325536,67.00003051866284,72.00036622227852,69.00035096301691,1.7494659260881775,-0.018686697219393644,4744.520785377941,95.56667989164579,0.4955205019034663,95.0000305187994,96.00000000029299,96.00000000029299,0.9999694814935793,-0.03759618295270819,9133.235846080097,31.115025254038095,0.09886407368289094,31.000030518481097,31.20002136292807,31.20002136292807,0.19999084444697246,0.0035300774934031234,968.1545706644941,non_stress
noneeg_S01,noneeg,2026-01-01 00:01:30+00:00,2026-01-01 00:02:00+00:00,0.08644417249047627,0.0009623262155948745,0.0830393993955997,0.08702182073413511,0.08702182073413511,0.0020109256263891734,-4.507728358245627e-06,0.007473521029308433,0.15138367297875696,0.006065510338714951,0.1400415051727442,0.16001113925579516,0.15000091555513093,0.010010223700664234,0.0001198025819430421,0.022953806860208283,-1.0466219367064,0.004729868860049592,-1.0499978637061311,-1.0399951170402613,-1.0499978637061311,0.010002746665869866,-3.2474927642358064e-05,1.0954398500544886,-0.10777353740042679,0.0052462387625848384,-0.12001373332925687,-0.09002105777153294,-0.11003051850946928,0.002506561479537192,-0.00010546956504084001,0.011642658384955238,71.40036317042619,3.2516700671427743,68.00065614810939,77.00070192589419,70.00004577792444,5.499950407434696,0.333697944088612,5108.585219094307,95.56667989164573,0.49552050190346636,95.0000305187994,96.00000000029299,96.00000000029299,0.9999694814935793,0.049164239245845086,9133.235846080097,31.21502067626158,0.06909821149892058,31.000030518481097,31.600003051822018,31.20002136292807,0.0,0.0012470127665941794,974.3822903822711,non_stress
noneeg_S01,noneeg,2026-01-01 00:01:45+00:00,2026-01-01 00:02:15+00:00,0.08656936246819755,0.0008397270029183459,0.08501089510774594,0.08702182073413511,0.08702182073413511,0.0,1.2538823643214418e-05,0.007494959659589601,0.15463254951612354,0.005905505071724437,0.1400415051727442,0.17002136295645937,0.15000091555513093,0.010010223700664234,6.17502120520707e-05,0.023946100360008566,-1.0473721427063405,0.0044011374901745245,-1.0499978637061311,-1.0399951170402613,-1.0499978637061311,0.010002746665869866,-1.043418252769434e-05,1.0970077753284777,-0.10977824869532701,0.003866600664165021,-0.12001373332925687,-0.09002105777153294,-0.11003051850946928,0.0,-6.565117292161046e-06,0.01206621448730919,73.16695608403234,3.045065997704732,69.00035096301691,77.00070192589419,73.50037385190932,6.000030518523204,-0.0798618166703039,5362.675889533095,96.00000000029296,2.842170943040401e-14,96.00000000029299,96.00000000029299,96.00000000029299,0.0,-1.489473013244151e-15,9216.000000056254,31.307516441818326,0.10460759084358875,31.20002136292807,31.600003051822018,31.400012207375045,0.199990844446976,0.003494917359006802,980.1715285027865,non_stress
noneeg_S01,noneeg,2026-01-01 00:02:00+00:00,2026-01-01 00:02:30+00:00,0.08692127445281565,0.0004382710794203318,0.08501089510774594,0.08702182073413511,0.08702182073413511,0.0,4.949535648637772e-06,0.00755550003404076,0.15500729773841998,0.005703367602522451,0.1400415051727442,0.17002136295645937,0.16001113925579516,0.010010223700664234,-1.1511015185972644e-05,0.024059790754176684,-1.0466219367064,0.004729868860049593,-1.0499978637061311,-1.0399951170402613,-1.0499978637061311,0.010002746665869866,-4.5722822312318616e-06,1.0954398500544886,-0.10965292062135017,0.0033368041680481592,-0.12001373332925687,-0.10000427259132053,-0.11003051850946928,0.0,-1.2985990630602189e-05,0.012034897262848024,71.13365377784565,2.604217858704148,69.00035096301691,76.00007629644765,70.00004577792444,2.7500915555347234,-0.19843640674232285,5066.778650442009,95.90000305214363,0.29999084444807383,95.0000305187994,96.00000000029299,96.00000000029299,0.0,-0.018019472302779792,9196.90057990791,31.41251163515298,0.07964401551842346,31.20002136292807,31.600003051822018,31.400012207375045,0.0,0.0020322557681146563,986.7522303978294,non_stress
noneeg_S01,noneeg,2026-01-01 00:02:15+00:00,2026-01-01 00:02:45+00:00,0.08702182073413511,0.0,0.08702182073413511,0.08702182073413511,0.08702182073413511,0.0,1.547010471211173e-19,0.0075727972838839485,0.15438102359065003,0.005210238682492785,0.1400415051727442,0.16001113925579516,0.15000091555513093,0.010010223700664234,3.3875545518321086e-06,0.023860647032025378,-1.0459967650397832,0.004900325071541374,-1.0499978637061311,-1.0399951170402613,-1.0499978637061311,0.010002746665869866,-8.91008845061363e-06,1.0941332456594979,-0.11015315713979859,0.003352652123399823,-0.12001373332925687,-0.10000427259132053,-0.11003051850946928,0.0,-1.6750455212970844e-05,0.012144958304125694,70.03371023708566,1.016059149524489,68.00065614810939,72.00036622227852,70.00004577792444,2.000320444354074,0.017576139183180774,4905.752945767411,95.80000610399424,0.3999877925974317,95.0000305187994,96.00000000029299,96.00000000029299,0.0,-2.366514517296832e-15,9177.801159759567,31.512507057376467,0.09921113229309225,31.400012207375045,31.600003051822018,31.600003051822018,0.19999084444697246,0.003255828445110696,993.0479438899725,non_stress
